ID,LX,LY,Hmax,Gele,lowBranch,crownV,H,DBH,Volume,Biomass,species_name,species_code
226233,399540.51,6786040.27,18.73775048,133.1722495,6.039146986,54.41119133,19.29623373,17.31732738,0.276534788,147.271847,Norway Spruce,2
226254,399540.91,6786077.8,26.01794546,135.1120545,2.902931051,409.1089668,26.81171027,30.03665582,0.914660327,479.7180385,Deciduous tree (Birch),3
226255,399540.65,6786036.6,21.29076658,133.1492334,4.269164996,155.9331651,22.22283034,22.5667996,0.463637809,242.8491675,Norway Spruce,2
226275,399541.05,6786002.45,7.338281529,135.2017185,2.142657904,7.487937043,7.905179365,7.789599802,0.020541704,13.65068025,Norway Spruce,2
226294,399541.62,6786024.09,25.33981156,134.1701884,8.068666502,448.864927,25.93631944,32.03865437,1.013570319,489.9237934,Norway Spruce,2
226295,399542.19,6786010.27,17.73075871,134.2992413,2.750808848,363.4188926,17.13004048,20.56759491,0.302456808,156.3645885,Deciduous tree (Birch),3
226316,399542.06,6786043.96,24.27192661,133.1880734,10.37365183,208.0076472,24.76001259,28.31996429,0.735526222,351.180757,Norway Spruce,2
226317,399541.95,6786004.47,8.270992248,134.7890078,2.045096801,25.59935456,8.72740754,9.346719048,0.033402647,23.12888336,Norway Spruce,2
226337,399542.62,6786052.57,24.16303128,133.5169687,3.398231877,568.7991292,25.0549045,30.35349663,0.853843487,398.6834029,Deciduous tree (Birch),3
226338,399542.68,6786033.88,24.34997118,133.4700288,7.158583196,193.6025634,24.71961587,28.82668889,0.749602994,398.4746115,Norway Spruce,2
226339,399542.63,6786000.4,7.132704432,135.0772956,2.036671157,7.445077158,7.772606349,7.788562897,0.019562655,15.70377973,Norway Spruce,2
226354,399543.27,6786070.73,26.06768702,134.462313,2.367319211,364.3113772,27.23744407,29.16194802,0.857653486,459.2927472,Deciduous tree (Birch),3
226355,399543.26,6786031.42,23.21948253,133.4205175,5.845510183,96.79715306,23.97271878,23.28821627,0.499818192,270.7218914,Norway Spruce,2
226356,399543.49,6786028.97,22.79533604,133.664664,5.644677303,110.9773869,23.45431548,22.97059683,0.483224901,239.5486056,Norway Spruce,2
226357,399543.31,6786020.55,23.59970888,134.0402911,8.373472389,321.1863932,24.66053651,25.58321944,0.636131088,344.2441831,Norway Spruce,2
226382,399543.44,6786014.49,18.83308949,134.1769105,3.24975798,162.2527223,19.53578624,19.7713244,0.336747906,152.7790734,Scots pine,1
226408,399543.8,6786076.35,25.35333181,134.9866682,3.518635372,434.8067225,26.31822063,28.21936071,0.800867079,431.4716987,Deciduous tree (Birch),3
226409,399544.26,6786049.93,24.16446257,133.2755374,6.517483997,203.3088089,24.7421881,27.49329802,0.699120163,365.6564287,Norway Spruce,2
226410,399544.13,6786003.06,7.945165271,134.4848347,2.433104532,26.25482724,8.480253968,9.559109127,0.033955024,22.23494411,Norway Spruce,2
226429,399545.09,6786081.55,23.16349095,135.546509,4.094897389,118.5711199,23.3908004,24.60208862,0.531015907,257.2707709,Deciduous tree (Birch),3
226430,399544.78,6786064.16,19.07260693,133.9573931,2.334591012,372.8871251,19.17950159,21.17578274,0.385068318,211.862138,Norway Spruce,2
226431,399545.03,6786042.06,20.68064646,133.2793535,2.871513158,20.28836888,20.93483333,19.82684841,0.316281264,169.6906129,Norway Spruce,2
226454,399544.93,6786026.42,24.13242152,133.7175785,5.347114214,211.7022836,24.46922119,25.46797381,0.630984432,329.1384282,Norway Spruce,2
226479,399545.76,6786041.21,21.91142638,133.3585736,6.040761828,221.9329071,22.53510714,24.49064226,0.527060243,280.1224829,Norway Spruce,2
226507,399545.56,6786080.96,24.43191004,135.38809,2.942740001,228.2294913,24.82076058,25.38454841,0.62904104,318.4679871,Deciduous tree (Birch),3
226508,399546.83,6786069.76,25.23752164,134.5724784,2.416935422,473.4568117,25.92196548,27.85910516,0.794125082,411.0880531,Deciduous tree (Birch),3
226509,399546.01,6786048.33,23.86342895,133.4465711,2.424339386,109.1822092,24.78381997,26.5976746,0.662077505,282.0730966,Norway Spruce,2
226510,399546.28,6786036.29,22.85510301,133.694897,3.276368421,170.5237948,23.53362434,23.72794563,0.517352259,291.1075222,Norway Spruce,2
226511,399545.96,6786034.35,22.64378049,133.7562195,5.104013218,72.87979353,23.65385556,23.07668016,0.482360633,244.3376859,Norway Spruce,2
226512,399546.15,6786018.29,20.95489394,133.9751061,7.063541427,215.7470009,21.78120079,21.06993849,0.417134047,254.2994723,Norway Spruce,2
226513,399546.12,6786000.52,9.532573964,134.297426,2.590958016,14.33106597,9.980927778,8.560130952,0.02944578,16.84708937,Norway Spruce,2
